"REPORT_NUMBER","SUPPLEMENTAL_NUMBER","IYEAR","LOCAL_DATETIME","OPERATOR_ID","NAME","PIPE_FAC_NAME","ON_OFF_SHORE","ONSHORE_STATE_ABBREVIATION","ONSHORE_CITY_NAME","ONSHORE_COUNTY_NAME","LOCATION_LATITUDE","LOCATION_LONGITUDE","LOCATION_TYPE","INCIDENT_AREA_TYPE","INCIDENT_AREA_SUBTYPE","DEPTH_OF_COVER","SYSTEM_PART_INVOLVED","COULD_BE_HCA","COMMODITY_REACHED_HCA","CAUSE","CAUSE_DETAILS","COMMODITY_RELEASED_TYPE","COMMODITY_SUBTYPE","COMMODITY_DETAILS","UNINTENTIONAL_RELEASE_BBLS","INTENTIONAL_RELEASE_BBLS","RECOVERED_BBLS","PIPE_DIAMETER","PIPE_WALL_THICKNESS","PIPE_SMYS","PIPE_SPECIFICATION","INSTALLATION_YEAR","MATERIAL_INVOLVED","MATERIAL_DETAILS","RELEASE_TYPE","IGNITE_IND","EXPLODE_IND","SHUTDOWN_DUE_ACCIDENT_IND","SHUTDOWN_DATETIME","STILL_SHUTDOWN_IND","RESTART_DATETIME","NUM_PUB_EVACUATED","INJURY_IND","NUM_EMP_INJURIES","NUM_CONTR_INJURIES","NUM_ER_INJURIES","NUM_WORKER_INJURIES","NUM_GP_INJURIES","INJURE","FATALITY_IND","NUM_EMP_FATALITIES","NUM_CONTR_FATALITIES","NUM_ER_FATALITIES","NUM_WORKER_FATALITIES","NUM_GP_FATALITIES","FATAL","WILDLIFE_IMPACT_IND","FISH_AQUATIC_IMPACT_IND","BIRDS_IMPACT_IND","TERRESTRIAL_IMPACT_IND","SOIL_CONTAMINATION","LONG_TERM_ASSESSMENT","REMEDIATION_IND","SURFACE_WATER_REMED_IND","GROUNDWATER_REMED_IND","SOIL_REMED_IND","VEGETATION_REMED_IND","WILDLIFE_REMED_IND","WATER_CONTAM_IND","OCEAN_SEAWATER_IND","SURFACE_CONTAM_IND","GROUNDWATER_CONTAM_IND","DRINKING_WATER_CONTAM_IND","PRIVATE_WELL_CONTAM_IND","PUBLIC_WATER_CONTAM_IND","EST_COST_OPER_PAID","EST_COST_GAS_RELEASED","EST_COST_PROP_DAMAGE","EST_COST_EMERGENCY","EST_COST_ENVIRONMENTAL","EST_COST_OTHER","INCIDENT_IDENTIFIED_DATETIME","ON_SITE_DATETIME","shutdownDTTM","restartDTTM","incidentDTTM","onsiteDTTM","EVACUATION","standardized_shudownDTTM","standardized_restartDTTM","shutdown_duration","response_delay","TOTAL_COST"
20180320,31967,2018,"9/21/2018 20:57",18092,"SFPP, LP","CONCORD PUMP STATION","ONSHORE","CA","CONCORD","CONTRA COSTA",38.003696,-122.056236,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","TANK, INCLUDING ATTACHED APPURTENANCES","TANK, INCLUDING ATTACHED APPURTENANCES","0","                                                ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES                                                ","YES","YES","MATERIAL FAILURE OF PIPE OR WELD","DESIGN-, CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS","DIESEL, FUEL OIL, KEROSENE, JET FUEL","DIESEL, FUEL OIL, KEROSENE, JET FUEL",0.4,0,0.4,-1,"-1","-1","MISSING","1963","CARBON STEEL","CARBON STEEL","LEAK","NO","NO","NO",NA,"NO",NA,0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,41,248750,0,8170,0,"9/21/2018 20:57","9/21/2018 20:57",NA,NA,1537534620,1537534620,"NO",0,0,0,0,256961
20180318,31310,2018,"9/20/2018 20:00",39589,"STATELINE CRUDE, LLC","16 MAINLINE SOUTH","ONSHORE","TX","Not Within a Municipality","LOVING",31.967929,-103.865818,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","ABOVEGROUND","TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE","0","                                                ONSHORE PIPELINE, INCLUDING VALVE SITES                                                ","NO","NO","INCORRECT OPERATION","OTHER INCORRECT OPERATION","CRUDE OIL","CRUDE OIL","CRUDE OIL",0.5,0,0.5,-1,"-1","-1","MISSING","2017","MATERIAL OTHER THAN CARBON STEEL","CP INSULATION KIT - TEFCON","LEAK","NO","NO","YES","9/20/2018 20:00","NO","9/24/2018 10:00",0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,40,17500,12500,6500,0,"9/20/2018 20:00","9/20/2018 20:00",1537444800,1537754400,1537444800,1537444800,"NO",1537444800,1537754400,86,0,36540
20180375,31377,2018,"9/18/2018 11:00",39410,"RELIANCE GATHERING LLC","UL TRUNK LINE","ONSHORE","TX","MIDLAND","MARTIN COUNTY",32.4045947,-102.185039,"PIPELINE RIGHT-OF-WAY","ABOVEGROUND","OTHER","0","ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING","NO","NO","OTHER OUTSIDE FORCE DAMAGE","OTHER OUTSIDE FORCE DAMAGE","CRUDE OIL","CRUDE OIL","CRUDE OIL",300,0,90,-1,"-1","-1","MISSING","2016","CARBON STEEL","CARBON STEEL","LEAK","NO","NO","NO",NA,"NO",NA,0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","YES","NO","YES","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO",NA,"NO",0,18000,5000,10000,140000,0,"9/18/2018 11:00","9/18/2018 12:30",NA,NA,1537239600,1537245000,"NO",0,0,0,1.5,173000
20180312,31150,2018,"9/18/2018 7:45",31574,"WESTERN REFINING PIPELINE, LLC","CR-1 TO T STATION","ONSHORE","NM","Not Within a Municipality","LEA COUNTY",32.0644,-103.67686,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","TANK, INCLUDING ATTACHED APPURTENANCES","TANK, INCLUDING ATTACHED APPURTENANCES","0","                                                ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES                                                ","NO","NO","EQUIPMENT FAILURE","OTHER EQUIPMENT FAILURE","CRUDE OIL","CRUDE OIL","CRUDE OIL",1,0,0.5,-1,"-1","-1","MISSING","2013","CARBON STEEL","CARBON STEEL","LEAK","NO","NO","NO",NA,"NO",NA,0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,34,2555,5000,755,0,"9/18/2018 7:45","9/18/2018 7:45",NA,NA,1537227900,1537227900,"NO",0,0,0,0,8344
20180282,32217,2018,"9/18/2018 2:02",11551,"DELEK LOGISTICS OPERATING, LLC.","AMERICAN STATION","ONSHORE","AR","Not Within a Municipality","UNION",33.207351,-92.629175,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","UNDERGROUND","UNDER SOIL","18","ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING","NO","NO","EQUIPMENT FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS","OTHER","GAS OIL",5,0,5,-1,"-1","-1","MISSING","UNKNOWN","MATERIAL OTHER THAN CARBON STEEL","CAST IRON","LEAK","NO","NO","YES","9/18/2018 2:49","NO","9/18/2018 4:07",0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,300,5000,5000,30000,0,"9/18/2018 2:02","9/18/2018 2:20",1537210140,1537214820,1537207320,1537208400,"NO",1537210140,1537214820,1.3,0.3,40300
20180306,31681,2018,"9/17/2018 15:45",31618,"ENTERPRISE PRODUCTS OPERATING LLC","24EAST-NORTH Y-GRADE LINE","ONSHORE","TX","MONT BELVIEU","CHAMBERS",29.843971,-94.892031,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","ABOVEGROUND","TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE","0","                                                ONSHORE PIPELINE, INCLUDING VALVE SITES                                                ","YES","YES","EQUIPMENT FAILURE","NON-THREADED CONNECTION FAILURE","HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS","LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID)","LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID)",9,2,0,-1,"-1","-1","MISSING","2018","MATERIAL OTHER THAN CARBON STEEL","90 DURO FKM (VITON)","LEAK","NO","NO","NO",NA,"NO",NA,0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,1000,0,0,0,0,"9/17/2018 15:45","9/17/2018 15:45",NA,NA,1537170300,1537170300,"NO",0,0,0,0,1000
20180314,32004,2018,"9/17/2018 15:10",31888,"CENTURION PIPELINE L.P.","SLAUGHTER STATION","ONSHORE","TX","Not Within a Municipality","HOCKLEY",33.4103,-102.44483,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","UNDERGROUND","UNDER SOIL","204","ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING","NO","NO","CORROSION FAILURE","INTERNAL CORROSION","CRUDE OIL","CRUDE OIL","CRUDE OIL",15,0,15,12,"0.375","35000","GRADE B","2009","CARBON STEEL","CARBON STEEL","LEAK","NO","NO","YES","9/17/2018 15:35","NO","9/18/2018 17:35",0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","YES","NO","YES","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,1048,64000,13700,2250,0,"9/17/2018 15:10","9/17/2018 15:10",1537169700,1537263300,1537168200,1537168200,"NO",1537169700,1537263300,26,0,80998
20180309,31077,2018,"9/17/2018 13:30",18718,"SUNOCO PIPELINE L.P.","SEABREEZE TANK # 9302","ONSHORE","TX","WINNIE","CHAMBERS COUNTY",29.788335,-94.400935,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","TANK, INCLUDING ATTACHED APPURTENANCES","TANK, INCLUDING ATTACHED APPURTENANCES","0","                                                ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES                                                ","YES","YES","EQUIPMENT FAILURE","OTHER EQUIPMENT FAILURE","CRUDE OIL","CRUDE OIL","CRUDE OIL",4,0,4,-1,"-1","-1","MISSING","2015","MATERIAL OTHER THAN CARBON STEEL","STAINLESS STEEL","LEAK","NO","NO","NO",NA,"NO",NA,0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","NO","NO","YES","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,180,17000,15000,4000,0,"9/17/2018 13:30","9/17/2018 13:30",NA,NA,1537162200,1537162200,"NO",0,0,0,0,36180
20180308,31076,2018,"9/17/2018 9:45",15674,"PLANTATION PIPE LINE CO","BREMEN TANK FARM","ONSHORE","GA","BREMEN","HARALSON",33.701224,-85.140791,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","UNDERGROUND","EXPOSED DUE TO EXCAVATION","30","ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING","YES","YES","INCORRECT OPERATION","OTHER INCORRECT OPERATION","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS","DIESEL, FUEL OIL, KEROSENE, JET FUEL","DIESEL, FUEL OIL, KEROSENE, JET FUEL",12.12,0,12.12,10,"0.375","42000","API 5L","1973","CARBON STEEL","CARBON STEEL","OVERFILL OR OVERFLOW","NO","NO","NO",NA,"NO",NA,0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,0,0,0,0,0,"9/17/2018 9:45","9/17/2018 9:45",NA,NA,1537148700,1537148700,"NO",0,0,0,0,0
20180313,32165,2018,"9/17/2018 8:15",31580,"MAGELLAN TERMINALS HOLDINGS, LP","GALENA PARK","ONSHORE","TX","GALENA PARK","HARRIS",29.74844,-95.206563,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","ABOVEGROUND","TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE","0","ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING","YES","YES","EQUIPMENT FAILURE","PUMP OR PUMP-RELATED EQUIPMENT","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS","DIESEL, FUEL OIL, KEROSENE, JET FUEL","DIESEL, FUEL OIL, KEROSENE, JET FUEL",63,0,63,-1,"-1","-1","MISSING","2018","MATERIAL OTHER THAN CARBON STEEL","_CARTRIDGE TYPE PUMP SEAL","LEAK","NO","NO","YES","9/17/2018 8:15","NO","9/29/2018 10:45",0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,8400,5000,70000,0,0,"9/17/2018 8:15","9/17/2018 8:18",1537143300,1538189100,1537143300,1537143480,"NO",1537143300,1538189100,290.5,0.05,83400
20180311,31281,2018,"9/16/2018 16:00",300,"PLAINS PIPELINE, L.P.","COMANCHE STATION","ONSHORE","OK","COMANCHE","STEPHENS",34.334157,-98.06308,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","UNDERGROUND","UNDER SOIL","18","ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING","NO","NO","CORROSION FAILURE","INTERNAL CORROSION","CRUDE OIL","CRUDE OIL","CRUDE OIL",4,0,4,-1,"-1","-1","MISSING","2013","CARBON STEEL","CARBON STEEL","LEAK","NO","NO","YES","9/17/2018 6:45","NO","9/17/2018 16:57",0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,144,2000,6700,0,0,"9/17/2018 6:45","9/17/2018 6:45",1537137900,1537174620,1537137900,1537137900,"NO",1537137900,1537174620,10.2,0,8844
20180299,31048,2018,"9/15/2018 11:39",300,"PLAINS PIPELINE, L.P.","LYNCH STATION","ONSHORE","NM","EUNICE","LEA",32.532861,-103.545529,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","ABOVEGROUND","TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE","0","ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING","NO","NO","EQUIPMENT FAILURE","PUMP OR PUMP-RELATED EQUIPMENT","CRUDE OIL","CRUDE OIL","CRUDE OIL",2,0,2,-1,"-1","-1","MISSING","1993","CARBON STEEL","CARBON STEEL","LEAK","NO","NO","YES","9/15/2018 11:39","NO","9/16/2018 10:17",0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,140,2500,3500,10000,0,"9/15/2018 11:40","9/15/2018 12:25",1536982740,1537064220,1536982800,1536985500,"NO",1536982740,1537064220,22.6333333333333,0.75,16140
20180302,31062,2018,"9/15/2018 8:45",30829,"ENTERPRISE CRUDE PIPELINE LLC","4 HOSE FROM TANK 9101 TO FRAC TANK","ONSHORE","TX","TEXAS CITY","GALVESTON",29.3465,-94.9376,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","ABOVEGROUND","TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE","0","                                                ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES                                                ","YES","YES","EQUIPMENT FAILURE","THREADED CONNECTION/COUPLING FAILURE","CRUDE OIL","CRUDE OIL","CRUDE OIL",0.5,0,0,-1,"-1","-1","MISSING","2018","CARBON STEEL","CARBON STEEL","LEAK","NO","NO","NO",NA,"NO",NA,0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,50,200,0,500,0,"9/15/2018 8:45","9/15/2018 8:45",NA,NA,1536972300,1536972300,"NO",0,0,0,0,750
20180307,33297,2018,"9/15/2018 8:17",26041,"KINDER MORGAN LIQUID TERMINALS, LLC","CARTERET TERMINAL","ONSHORE","NJ","CARTERET","MIDDLESEX",40.58889,-74.21437,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","TANK, INCLUDING ATTACHED APPURTENANCES","TANK, INCLUDING ATTACHED APPURTENANCES","0","                                                ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES                                                ","YES","YES","EQUIPMENT FAILURE","PUMP OR PUMP-RELATED EQUIPMENT","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS","GASOLINE (NON-ETHANOL)","GASOLINE (NON-ETHANOL)",1.88,0,0,-1,"-1","-1","MISSING","UNKNOWN","CARBON STEEL","CARBON STEEL","LEAK","NO","NO","NO",NA,"NO",NA,0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","YES","NO","YES","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,0,8954,0,58000,0,"9/15/2018 8:17","9/15/2018 8:17",NA,NA,1536970620,1536970620,"NO",0,0,0,0,66954
20180303,31064,2018,"9/14/2018 9:30",32099,"ENERGY TRANSFER COMPANY","PECOS CROSSING #1","ONSHORE","TX","PECOS","REEVES",31.2480323,-103.3510149,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","ABOVEGROUND","TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE","0","ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING","NO","NO","EQUIPMENT FAILURE","THREADED CONNECTION/COUPLING FAILURE","CRUDE OIL","CRUDE OIL","CRUDE OIL",0.4,0,0.02,-1,"-1","-1","MISSING","2015","CARBON STEEL","CARBON STEEL","LEAK","NO","NO","YES","9/14/2018 9:30","NO","9/14/2018 13:09",0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","YES","NO","YES","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,30,400,700,7000,0,"9/14/2018 9:30","9/14/2018 11:00",1536888600,1536901740,1536888600,1536894000,"NO",1536888600,1536901740,3.65,1.5,8130
20180322,31405,2018,"9/14/2018 8:00",300,"PLAINS PIPELINE, L.P.","WORSHAM JUNCTION","ONSHORE","TX","Not Within a Municipality","YOAKUM",33.247667,-102.654614,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","ABOVEGROUND","TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE","0","ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING","NO","NO","EQUIPMENT FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT","CRUDE OIL","CRUDE OIL","CRUDE OIL",3,0,3,-1,"-1","-1","MISSING","2003","CARBON STEEL","CARBON STEEL","OVERFILL OR OVERFLOW","NO","NO","YES","9/25/2018 7:10","NO","9/25/2018 9:00",0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,210,1000,22000,0,0,"9/25/2018 7:03","9/25/2018 8:00",1537830600,1537837200,1537830180,1537833600,"NO",1537830600,1537837200,1.83333333333333,0.95,23210
20180304,31199,2018,"9/13/2018 12:52",26041,"KINDER MORGAN LIQUID TERMINALS, LLC","PERTH AMBOY TERMINAL","ONSHORE","NJ","PERTH AMBOY","MIDDLESEX",40.52275,-74.25343,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","ABOVEGROUND","TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE","0","ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING","YES","YES","EQUIPMENT FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS","GASOLINE (NON-ETHANOL)","GASOLINE (NON-ETHANOL)",0.29,0,0,-1,"-1","-1","MISSING","UNKNOWN","CARBON STEEL","CARBON STEEL","LEAK","NO","NO","NO",NA,"NO",NA,0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","YES","NO","YES","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,30,0,0,60000,0,"9/13/2018 12:52","9/13/2018 12:52",NA,NA,1536814320,1536814320,"NO",0,0,0,0,60030
20180281,32541,2018,"9/13/2018 8:20",11551,"DELEK LOGISTICS OPERATING, LLC.","BIGHEART 8","ONSHORE","AR","Not Within a Municipality","UNION",33.207099,-92.635156,"PIPELINE RIGHT-OF-WAY","UNDERGROUND","UNDER SOIL","30","                                                ONSHORE PIPELINE, INCLUDING VALVE SITES                                                ","YES","NO","CORROSION FAILURE","INTERNAL CORROSION","CRUDE OIL","CRUDE OIL","CRUDE OIL",6,0,6,12,"0.375","24000","UNKNOWN","UNKNOWN","CARBON STEEL","CARBON STEEL","LEAK","NO","NO","YES","9/13/2018 8:25","NO","9/25/2018 7:00",0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,300,2000,10000,5000,30000,"9/13/2018 8:20","9/13/2018 8:45",1536798300,1537830000,1536798000,1536799500,"NO",1536798300,1537830000,286.583333333333,0.416666666666667,47300
20180301,31059,2018,"9/11/18 13:44",11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP","RAPID RIVER STATION","ONSHORE","MI","RAPID RIVER","DELTA",45.944809,-86.972899,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","ABOVEGROUND","INSIDE OTHER ENCLOSED SPACE","0","ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING","NO","NO","EQUIPMENT FAILURE","NON-THREADED CONNECTION FAILURE","CRUDE OIL","CRUDE OIL","CRUDE OIL",0.24,0,0.24,-1,"-1","-1","MISSING","1991","MATERIAL OTHER THAN CARBON STEEL","SYNTHETIC RUBBER","LEAK","NO","NO","NO",NA,"NO",NA,0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,17,2000,0,1500,0,"9/11/18 13:44","9/11/18 13:45",NA,NA,1536644640,1536644700,"NO",0,0,0,0.0166666666666667,3517
20180298,31042,2018,"9/11/18 10:27",30829,"ENTERPRISE CRUDE PIPELINE LLC","COWDEN MAINLINE PUMP","ONSHORE","TX","MIDLAND","MARTIN",32.0898,-102.1379,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","ABOVEGROUND","TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE","0","ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING","NO","NO","EQUIPMENT FAILURE","THREADED CONNECTION/COUPLING FAILURE","CRUDE OIL","CRUDE OIL","CRUDE OIL",0.2,0,0.2,-1,"-1","-1","MISSING","UNKNOWN","CARBON STEEL","CARBON STEEL","LEAK","NO","NO","YES","9/11/18 10:27","NO","9/11/18 14:00",0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,100,2000,0,2000,0,"9/11/18 10:27","9/11/18 10:40",1536632820,1536645600,1536632820,1536633600,"NO",1536632820,1536645600,3.55,0.216666666666667,4100
20180296,32011,2018,"9/10/18 10:00",4805,"EXPLORER PIPELINE CO","GLENPOOL OK TANK FARM","ONSHORE","OK","GLENPOOL","TULSA",35.97916323,-96.00824525,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","ABOVEGROUND","TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE","0","ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING","YES","YES","EQUIPMENT FAILURE","OTHER EQUIPMENT FAILURE","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS","DIESEL, FUEL OIL, KEROSENE, JET FUEL","DIESEL, FUEL OIL, KEROSENE, JET FUEL",0.6,0,0.6,-1,"-1","-1","MISSING","1971","CARBON STEEL","CARBON STEEL","OVERFILL OR OVERFLOW","NO","NO","NO",NA,"NO",NA,0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","YES","NO","YES","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,65,0,22500,0,0,"9/10/18 10:00","9/10/18 10:00",NA,NA,1536544800,1536544800,"NO",0,0,0,0,22565
20180294,32059,2018,"9/8/18 9:30",26085,"PLAINS MARKETING, L.P.","SAINT JAMES TERMINAL","ONSHORE","LA","SAINT JAMES","SAINT JAMES",30.003623,-90.855824,"TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY","ABOVEGROUND","TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE","0","ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING","YES","YES","INCORRECT OPERATION","OTHER INCORRECT OPERATION","CRUDE OIL","CRUDE OIL","CRUDE OIL",20,0,20,-1,"-1","-1","MISSING","2005","CARBON STEEL","CARBON STEEL","LEAK","NO","NO","NO",NA,"NO",NA,0,"NO",0,0,0,0,0,0,"NO",0,0,0,0,0,0,"NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO",0,1000,0,16000,7500,0,"9/8/18 9:30","9/8/18 9:30",NA,NA,1536370200,1536370200,"NO",0,0,0,0,24500
