REPORT_NUMBER,SUPPLEMENTAL_NUMBER,IYEAR,LOCAL_DATETIME,OPERATOR_ID,NAME,PIPE_FAC_NAME,ON_OFF_SHORE,ONSHORE_STATE_ABBREVIATION,ONSHORE_CITY_NAME,ONSHORE_COUNTY_NAME,LOCATION_LATITUDE,LOCATION_LONGITUDE,LOCATION_TYPE,INCIDENT_AREA_TYPE,INCIDENT_AREA_SUBTYPE,DEPTH_OF_COVER,SYSTEM_PART_INVOLVED,COULD_BE_HCA,COMMODITY_REACHED_HCA,CAUSE,CAUSE_DETAILS,COMMODITY_RELEASED_TYPE,COMMODITY_SUBTYPE,COMMODITY_DETAILS,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,PIPE_DIAMETER,PIPE_WALL_THICKNESS,PIPE_SMYS,PIPE_SPECIFICATION,INSTALLATION_YEAR,MATERIAL_INVOLVED,MATERIAL_DETAILS,RELEASE_TYPE,IGNITE_IND,EXPLODE_IND,SHUTDOWN_DUE_ACCIDENT_IND,SHUTDOWN_DATETIME,STILL_SHUTDOWN_IND,RESTART_DATETIME,NUM_PUB_EVACUATED,INJURY_IND,NUM_EMP_INJURIES,NUM_CONTR_INJURIES,NUM_ER_INJURIES,NUM_WORKER_INJURIES,NUM_GP_INJURIES,INJURE,FATALITY_IND,NUM_EMP_FATALITIES,NUM_CONTR_FATALITIES,NUM_ER_FATALITIES,NUM_WORKER_FATALITIES,NUM_GP_FATALITIES,FATAL,WILDLIFE_IMPACT_IND,FISH_AQUATIC_IMPACT_IND,BIRDS_IMPACT_IND,TERRESTRIAL_IMPACT_IND,SOIL_CONTAMINATION,LONG_TERM_ASSESSMENT,REMEDIATION_IND,SURFACE_WATER_REMED_IND,GROUNDWATER_REMED_IND,SOIL_REMED_IND,VEGETATION_REMED_IND,WILDLIFE_REMED_IND,WATER_CONTAM_IND,OCEAN_SEAWATER_IND,SURFACE_CONTAM_IND,GROUNDWATER_CONTAM_IND,DRINKING_WATER_CONTAM_IND,PRIVATE_WELL_CONTAM_IND,PUBLIC_WATER_CONTAM_IND,EST_COST_OPER_PAID,EST_COST_GAS_RELEASED,EST_COST_PROP_DAMAGE,EST_COST_EMERGENCY,EST_COST_ENVIRONMENTAL,EST_COST_OTHER,INCIDENT_IDENTIFIED_DATETIME,ON_SITE_DATETIME
20160055,21632,2016,1/17/2016 14:05,39149,IMTT-BAYONNE,IMTT-BAYONNE,ONSHORE,NJ,BAYONNE,HUDSON,40.661111,-74.110595,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",YES,NO,CORROSION FAILURE,INTERNAL CORROSION,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"""""""""""""""""""""""""""""""""""""""""""""""""DIESEL, FUEL OIL, KEROSENE, JET FUEL""""""""""""""""""""""""""""""""""""""""""""""""",,519,NA,200,NA,,,,1920,CARBON STEEL,,LEAK,NO,NO,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,YES,,,YES,,,NO,,,,NA,NA,NA,0,19951,0,28000,10000,19951,1/17/2016 14:05,1/17/2016 14:10
20160032,21287,2016,1/15/2016 19:00,32011,"""""""""""""""""""""""""""""""""""""""""""""""""HOLLY ENERGY PARTNERS - OPERATING, L.P.""""""""""""""""""""""""""""""""""""""""""""""""",MORIARTY TERMINAL,ONSHORE,NM,MORIARTY,TORRANCE,34.998458,-106.023817,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,YES,YES,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),,0.24,NA,0,NA,,,,2014,CARBON STEEL,,LEAK,YES,NO,YES,1/15/2016 19:35,,1/17/2016 13:05,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,YES,YES,,,YES,,,NO,,,,NA,NA,NA,0,50,108000,1000,5000,0,1/15/2016 19:17,1/15/2016 19:30
20160024,21538,2016,1/15/2016 17:30,30826,WILLIAMS FIELD SERVICES,OVERLAND PASS PIPELINE,ONSHORE,WY,Not Within a Municipality,CARBON COUNTY,41.6514111,-107.8231666,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,NO,NO,NATURAL FORCE DAMAGE,TEMPERATURE,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,1.1,0,0,NA,,,,2007,MATERIAL OTHER THAN CARBON STEEL,"""""""""""""""""""""""""""""""""""""""""""""""""1/2"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" STAINLESS STEEL TUBING""""""""""""""""""""""""""""""""""""""""""""""""",RUPTURE,NO,NO,YES,1/15/2016 17:30,,1/15/2016 21:45,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,NO,NO,NO,,,,,,NO,,,,NA,NA,NA,0,1000,200,0,0,0,1/15/2016 17:45,1/15/2016 18:00
20160031,21535,2016,1/15/2016 4:30,31618,ENTERPRISE PRODUCTS OPERATING LLC,BURDEN JUNCTION TO COFFEYVILLE,ONSHORE,KS,COFFEYVILLE,MONTGOMERY,37.058121,-95.634147,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER SOIL,144,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""",YES,YES,MATERIAL FAILURE OF PIPE OR WELD,ENVIRONMENTAL CRACKING-RELATED,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,OTHER HVL,BUTANE,169,238,20,8,0.156,65000,API-5L-X-65,1985,CARBON STEEL,,LEAK,NO,NO,YES,1/15/2016 9:57,,1/29/2016 8:31,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,NO,,,,,,NO,,,,NA,NA,NA,0,8319,152000,400000,0,2500,1/15/2016 9:32,1/15/2016 11:48
20160036,21746,2016,1/13/2016 13:10,31580,"""""""""""""""""""""""""""""""""""""""""""""""""MAGELLAN TERMINALS HOLDINGS, LP""""""""""""""""""""""""""""""""""""""""""""""""",CENTRAL CUSHING TERMINAL,ONSHORE,OK,Not Within a Municipality,PAYNE,35.94498,-96.74822,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,OTHER,,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,NO,NO,CORROSION FAILURE,INTERNAL CORROSION,CRUDE OIL,,,1,NA,1,30,0.312,24000,API 5L X-42,1976,CARBON STEEL,,LEAK,NO,NO,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,NO,NO,NO,,,,,,NO,,,,NA,NA,NA,0,100,20000,411,0,0,1/13/2016 13:10,1/13/2016 13:11
20160020,21529,2016,1/13/2016 9:50,30829,ENTERPRISE CRUDE PIPELINE LLC,HOBBS STATION,ONSHORE,NM,HOBBS,LEA,32.650659,-103.139764,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,NO,NO,INCORRECT OPERATION,OTHER INCORRECT OPERATION,CRUDE OIL,,,0.5,NA,0.5,NA,,,,UNKNOWN,CARBON STEEL,,LEAK,NO,NO,YES,1/13/2016 9:50,,1/13/2016 15:00,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,NO,,,,,,NO,,,,NA,NA,NA,0,15,1500,0,0,0,1/13/2016 9:50,1/13/2016 9:50
20160013,21070,2016,1/13/2016 6:30,30829,ENTERPRISE CRUDE PIPELINE LLC,LYNCH STATION,ONSHORE,NM,HOBBS,LEA,32.53707,-103.52274,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,NO,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,CRUDE OIL,,,2,NA,2,NA,,,,UNKNOWN,CARBON STEEL,,LEAK,NO,NO,YES,1/13/2016 6:30,,1/13/2016 12:00,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,NO,,,,,,NO,,,,NA,NA,NA,0,60,3500,0,0,0,1/13/2016 6:30,1/13/2016 7:00
20160027,21199,2016,1/12/16 11:40,32147,MARATHON PIPE LINE LLC,GALVESTON BAY REFINERY - BAYTOWN 8 INCH,ONSHORE,TX,TEXAS CITY,GALVESTON,29.366003,-94.929943,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,YES,YES,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,0.2,0,0,NA,,,,UNKNOWN,CARBON STEEL,,LEAK,NO,NO,YES,1/12/16 11:43,,1/15/2016 3:49,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,NO,NO,NO,,,,,,NO,,,,NA,NA,NA,0,4,10,0,0,0,1/12/16 11:40,1/12/16 12:20
20160035,21618,2016,1/12/16 10:45,2552,COLONIAL PIPELINE CO,PORT SOCONY DELIVERY,ONSHORE,NY,STATEN ISLAND,RICHMOND,40.548003,-74.238058,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""",YES,YES,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"""""""""""""""""""""""""""""""""""""""""""""""""DIESEL, FUEL OIL, KEROSENE, JET FUEL""""""""""""""""""""""""""""""""""""""""""""""""",,0.31,NA,0.3,NA,,,,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL,GARLOCK GASKET,LEAK,NO,NO,YES,1/12/16 10:45,,1/13/2016 7:00,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,NO,,,,,,NO,,,,NA,NA,NA,0,26,1000,0,25000,0,1/12/16 11:15,1/12/16 11:15
20160021,21093,2016,1/12/16 3:20,22610,"""""""""""""""""""""""""""""""""""""""""""""""""MAGELLAN PIPELINE COMPANY, LP""""""""""""""""""""""""""""""""""""""""""""""""",WEST TULSA EXPLORER,ONSHORE,OK,TULSA,TULSA,36.13064,-96.02448,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,YES,YES,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"""""""""""""""""""""""""""""""""""""""""""""""""DIESEL, FUEL OIL, KEROSENE, JET FUEL""""""""""""""""""""""""""""""""""""""""""""""""",,11,NA,10,NA,,,,1980,MATERIAL OTHER THAN CARBON STEEL,MECHANICAL SEAL MATERIAL,LEAK,NO,NO,YES,1/12/16 3:20,,1/12/16 16:00,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,NO,,,,,,NO,,,,NA,NA,NA,0,500,2000,8000,12500,0,1/12/16 3:20,1/12/16 3:20
20160030,21752,2016,1/11/16 11:23,31816,"""""""""""""""""""""""""""""""""""""""""""""""""MID-CONTINENT FRACTIONATION AND STORAGE, L.L.C.""""""""""""""""""""""""""""""""""""""""""""""""",CONWAY WEST,ONSHORE,KS,MCPHERSON,MCPHERSON,38.37783053,-97.83460727,"""""""""""""""""""""""""""""""""""""""""""""""""ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY""""""""""""""""""""""""""""""""""""""""""""""""",ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,ONSHORE EQUIPMENT AND PIPING ASSOCIATED WITH BELOWGROUND STORAGE,NO,NO,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,140,0,0,NA,,,,1997,CARBON STEEL,,LEAK,NO,NO,YES,1/11/16 11:45,,1/12/16 6:30,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,NO,NO,NO,,,,,,NO,,,,NA,NA,NA,0,10160,10000,26000,4000,0,1/11/16 11:23,1/11/16 11:30
20160023,21095,2016,1/8/16 14:15,12470,MID - VALLEY PIPELINE CO,HEBRON STATION,ONSHORE,KY,BURLINGTON,BOONE,39.0355,-84.6902,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,YES,YES,CORROSION FAILURE,INTERNAL CORROSION,CRUDE OIL,,,10,NA,10,NA,,,,1969,CARBON STEEL,,LEAK,NO,NO,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,NO,NO,NO,,,,,,NO,,,,NA,NA,NA,0,0,13430,30370,0,0,1/8/16 14:15,1/8/16 14:15
20160022,21094,2016,1/8/16 6:47,300,"""""""""""""""""""""""""""""""""""""""""""""""""PLAINS PIPELINE, L.P.""""""""""""""""""""""""""""""""""""""""""""""""",CHINA GROVE,ONSHORE,TX,HERMLEIGH,SCURRY,32.533257,-100.844335,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"""""""""""""""""""""""""""""""""""""""""""""""""TANK, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",,,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,NO,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,CRUDE OIL,,,200,NA,200,NA,,,,2011,CARBON STEEL,,LEAK,NO,NO,YES,1/8/16 6:50,,1/11/16 9:23,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,NO,,,,,,NO,,,,NA,NA,NA,0,525,6000,16400,0,0,1/8/16 6:47,1/8/16 6:47
20160026,22017,2016,1/8/16 5:15,26085,"""""""""""""""""""""""""""""""""""""""""""""""""PLAINS MARKETING, L.P.""""""""""""""""""""""""""""""""""""""""""""""""",CUSHING TERMINAL,ONSHORE,OK,CUSHING,LINCOLN,35.94155,-96.73679,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"""""""""""""""""""""""""""""""""""""""""""""""""TANK, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",,,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,NO,NO,INCORRECT OPERATION,EQUIPMENT NOT INSTALLED PROPERLY,CRUDE OIL,,,4,NA,4,NA,,,,2005,CARBON STEEL,,LEAK,NO,NO,YES,1/8/16 5:15,,1/8/16 10:50,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,NO,,,,,,NO,,,,NA,NA,NA,0,0,0,5000,3000,0,1/8/16 5:15,1/8/16 5:15
20160025,21264,2016,1/5/16 8:00,15674,PLANTATION PIPE LINE CO,COLLINS TANK FARM,ONSHORE,MS,COLLINS,COVINGTON,31.635562,-89.517286,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"""""""""""""""""""""""""""""""""""""""""""""""""TANK, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",,,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",YES,NO,EQUIPMENT FAILURE,"""""""""""""""""""""""""""""""""""""""""""""""""FAILURE OF EQUIPMENT BODY (EXCEPT PUMP), TANK PLATE, OR OTHER MATERIAL""""""""""""""""""""""""""""""""""""""""""""""""",REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"""""""""""""""""""""""""""""""""""""""""""""""""DIESEL, FUEL OIL, KEROSENE, JET FUEL""""""""""""""""""""""""""""""""""""""""""""""""",,1.07,NA,1.07,NA,,,,1989,CARBON STEEL,,LEAK,NO,NO,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,NO,,,,,,NO,,,,NA,NA,NA,0,45,165000,0,50,30000,1/5/16 8:00,1/5/16 8:00
20160019,21542,2016,1/4/16 13:10,22610,"""""""""""""""""""""""""""""""""""""""""""""""""MAGELLAN PIPELINE COMPANY, LP""""""""""""""""""""""""""""""""""""""""""""""""",MIDDLEBURY JCT.,ONSHORE,IL,Not Within a Municipality,LEE,41.78788,-89.16688,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,YES,NO,INCORRECT OPERATION,PIPELINE OR EQUIPMENT OVERPRESSURED,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"""""""""""""""""""""""""""""""""""""""""""""""""DIESEL, FUEL OIL, KEROSENE, JET FUEL""""""""""""""""""""""""""""""""""""""""""""""""",,1.8,NA,1.8,NA,,,,2008,MATERIAL OTHER THAN CARBON STEEL,GASKET,LEAK,NO,NO,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,NO,,,,,,NO,,,,NA,NA,NA,0,200,490,84802,0,0,1/4/16 13:10,1/4/16 13:10
20160017,21085,2016,1/4/16 12:15,31684,PHILLIPS 66 PIPELINE LLC,PR-01,ONSHORE,TX,Not Within a Municipality,HUTCHINSON,35.849254,-101.441487,PIPELINE RIGHT-OF-WAY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""",NO,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,0.35,0,0,NA,,,,UNKNOWN,CARBON STEEL,,LEAK,NO,NO,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,NO,NO,NO,,,,,,NO,,,,NA,NA,NA,0,10,100,0,0,0,1/4/16 12:15,1/4/16 12:30
20160016,21194,2016,1/1/16 11:00,31684,PHILLIPS 66 PIPELINE LLC,BEAUMONT TERMINAL,ONSHORE,TX,NEDERLAND,JEFFERSON,29.991266,-93.987165,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,UNDER PAVEMENT,16,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,YES,YES,CORROSION FAILURE,INTERNAL CORROSION,CRUDE OIL,,,0.59,NA,0.24,16,0.375,35000,API 5L,1993,CARBON STEEL,,LEAK,NO,NO,YES,1/1/16 23:00,,1/2/16 22:15,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,NO,,,,,,NO,,,,NA,NA,NA,0,25,9830,12945,0,0,1/1/16 23:00,1/1/16 23:30
20160014,21105,2015,12/25/2015 10:10,30829,ENTERPRISE CRUDE PIPELINE LLC,OLNEY STATION,ONSHORE,TX,OLNEY,ARCHER COUNTY,33.424148,-98.750598,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,NO,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,CRUDE OIL,,,3,NA,3,NA,,,,UNKNOWN,CARBON STEEL,,LEAK,NO,NO,YES,12/25/2015 1:43,,12/25/2015 10:20,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,NO,NO,NO,,,,,,NO,,,,NA,NA,NA,0,150,2000,0,11200,0,12/25/2015 10:10,12/25/2015 6:00
20160015,21076,2015,12/24/2015 15:20,26086,SEADRIFT PIPELINE CORP,GCPL_ELLA-SEADRIFT_8IN,ONSHORE,TX,Not Within a Municipality,REFUGIO COUNTY,28.16015,-97.25506,PIPELINE RIGHT-OF-WAY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""",NO,NO,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,OTHER HVL,PROPANE,0.8,0,0,NA,,,,UNKNOWN,CARBON STEEL,,LEAK,NO,NO,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,NO,NO,NO,,,,,,NO,,,,NA,NA,NA,0,13,500,0,0,0,12/24/2015 15:20,12/24/2015 15:20
20160012,21082,2015,12/23/2015 20:30,22610,"""""""""""""""""""""""""""""""""""""""""""""""""MAGELLAN PIPELINE COMPANY, LP""""""""""""""""""""""""""""""""""""""""""""""""",DES MOINES TERMINAL,ONSHORE,IA,DES MOINES,POLK,41.56348,-93.52167,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"""""""""""""""""""""""""""""""""""""""""""""""""TANK, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",,,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",YES,YES,OTHER ACCIDENT CAUSE,MISCELLANEOUS,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),,10,NA,2,NA,,,,2015,CARBON STEEL,,LEAK,NO,NO,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,YES,,,YES,,,NO,,,,NA,NA,NA,0,700,155000,10000,25000,0,12/23/2015 20:30,12/23/2015 20:30
20160011,21266,2015,12/21/2015 14:20,22610,"""""""""""""""""""""""""""""""""""""""""""""""""MAGELLAN PIPELINE COMPANY, LP""""""""""""""""""""""""""""""""""""""""""""""""","""""""""""""""""""""""""""""""""""""""""""""""""LAMAR-TEXAS CITY 4"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" LINE""""""""""""""""""""""""""""""""""""""""""""""""",ONSHORE,TX,TEXAS CITY,GALVESTON,29.38357,-94.92492,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER PAVEMENT,31,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""",YES,YES,CORROSION FAILURE,EXTERNAL CORROSION,CRUDE OIL,,,9.76,NA,9.76,4,0.237,24000,API GRADE A,1958,CARBON STEEL,,LEAK,NO,NO,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,NO,,,,,,NO,,,,NA,NA,NA,112761,100,20000,168143,19643,129525,12/21/2015 14:20,12/21/2015 14:25
20160008,21546,2015,12/18/2015 7:30,300,"""""""""""""""""""""""""""""""""""""""""""""""""PLAINS PIPELINE, L.P.""""""""""""""""""""""""""""""""""""""""""""""""",CASHION STATION,ONSHORE,OK,CASHION,KINGFISHER,35.768817,-97.692603,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"""""""""""""""""""""""""""""""""""""""""""""""""TANK, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",,,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",NO,NO,CORROSION FAILURE,INTERNAL CORROSION,CRUDE OIL,,,2,NA,2,NA,,,,1962,CARBON STEEL,,LEAK,NO,NO,YES,12/18/2015 7:35,,12/18/2015 14:00,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,NO,,,,,,NO,,,,NA,NA,NA,0,69,5371,4359,0,0,12/18/2015 7:30,12/18/2015 7:30
